# Spectre_numero    Detecteur       a_opt         b_opt  
1061           PARIS278       1.000000     0.354709     
1061           PARIS305       1.000000     0.494555     
1062           PARIS50        1.000000     0.423404     
1062           PARIS70        1.000000     0.384606     
1062           PARIS90        1.000000     0.379720     
1062           PARIS110       1.000000     0.559238     
1062           PARIS130       1.000000     0.334338     
1062           PARIS235       1.000000     35.489649    
1062           PARIS262       1.000000     0.067925     
1062           PARIS278       1.000000     0.335852     
1062           PARIS305       1.000000     0.461784     
1064           PARIS50        1.000000     0.408797     
1064           PARIS70        1.000000     0.400331     
1064           PARIS90        1.000000     0.359017     
1064           PARIS110       1.000000     0.530675     
1064           PARIS130       1.000000     0.330205     
1064           PARIS235       1.000000     44.498894    
1064           PARIS262       1.000000     0.052774     
1064           PARIS278       1.000000     0.315071     
1064           PARIS305       1.000000     0.457189     
1065           PARIS50        1.000000     0.448613     
1065           PARIS70        1.000000     0.370658     
1065           PARIS90        1.000000     0.389538     
1065           PARIS110       1.000000     0.571819     
1065           PARIS130       1.000000     0.330030     
1065           PARIS235       1.000000     45.498338    
1065           PARIS262       1.000000     0.091384     
1065           PARIS278       1.000000     0.325997     
1065           PARIS305       1.000000     0.451292     
1066           PARIS50        1.000000     0.498763     
1066           PARIS70        1.000000     0.506930     
1066           PARIS90        1.000000     0.501382     
1066           PARIS110       1.000000     0.515132     
1066           PARIS130       1.000000     0.499642     
1066           PARIS235       1.000000     0.515483     
1066           PARIS262       1.000000     0.478520     
1066           PARIS278       1.000000     0.492155     
1066           PARIS305       1.000000     0.501248     
1067           PARIS50        1.000000     0.444849     
1067           PARIS70        1.000000     0.458164     
1067           PARIS90        1.000000     0.398270     
1067           PARIS110       1.000000     0.591362     
1067           PARIS130       1.000000     0.407352     
1067           PARIS235       1.000000     0.646131     
1067           PARIS262       1.000000     0.157483     
1067           PARIS278       1.000000     0.339680     
1067           PARIS305       1.000000     0.405406     
1068           PARIS50        1.000000     0.439709     
1068           PARIS70        1.000000     0.539735     
1068           PARIS90        1.000000     0.388454     
1068           PARIS110       1.000000     0.618762     
1068           PARIS130       1.000000     0.424415     
1068           PARIS235       1.000000     0.622633     
1068           PARIS262       1.000000     0.107952     
1068           PARIS278       1.000000     0.346199     
1068           PARIS305       1.000000     0.448412     
1070           PARIS50        1.000000     0.541320     
1070           PARIS70        1.000000     0.541315     
1070           PARIS90        1.000000     0.376994     
1070           PARIS110       1.000000     0.695491     
1070           PARIS130       1.000000     0.418318     
1070           PARIS235       1.000000     0.571471     
1070           PARIS262       1.000000     0.134998     
1070           PARIS278       1.000000     0.359399     
1070           PARIS305       1.000000     0.451532     
1071           PARIS50        1.000000     0.539198     
1071           PARIS70        1.000000     0.508690     
1071           PARIS90        1.000000     0.457552     
1071           PARIS110       1.000000     0.680974     
1071           PARIS130       1.000000     0.473885     
1071           PARIS235       1.000000     0.567764     
1071           PARIS262       1.000000     0.127740     
1071           PARIS278       1.000000     0.355316     
1071           PARIS305       1.000000     0.358023     
1073           PARIS50        1.000000     0.495959     
1073           PARIS70        1.000000     0.447886     
1073           PARIS90        1.000000     0.395482     
1073           PARIS110       1.000000     0.635077     
1073           PARIS130       1.000000     0.440454     
1073           PARIS235       1.000000     0.623519     
1073           PARIS262       1.000000     0.125182     
1073           PARIS278       1.000000     0.338630     
1073           PARIS305       1.000000     0.418012     
1075           PARIS50        1.000000     0.459549     
1075           PARIS70        1.000000     0.473853     
1075           PARIS90        1.000000     0.446040     
1075           PARIS110       1.000000     0.563313     
1075           PARIS130       1.000000     0.342652     
1075           PARIS235       1.000000     0.656073     
1075           PARIS262       1.000000     0.070551     
1075           PARIS278       1.000000     0.351825     
1075           PARIS305       1.000000     0.418098     
1076           PARIS50        1.000000     0.459307     
1076           PARIS70        1.000000     0.385142     
1076           PARIS90        1.000000     0.364678     
1076           PARIS110       1.000000     0.588827     
1076           PARIS130       1.000000     0.402148     
